Subject,Keyboard,Posture,Posture_Order,Trial,WPM,Error_Rate
11,iPhone,Sit,3,10,23.57,0.02
11,iPhone,Sit,3,11,22.79,0
11,iPhone,Sit,3,12,21.01,0.01
11,iPhone,Sit,3,13,21.79,0.02
11,iPhone,Sit,3,14,20.34,0.03
11,iPhone,Sit,3,15,18.27,0
11,iPhone,Sit,3,16,23.57,0.02
11,iPhone,Sit,3,17,22.91,0
11,iPhone,Sit,3,18,20.43,0.03
11,iPhone,Sit,3,19,19.97,0.02
11,iPhone,Sit,3,20,21.99,0.02
11,iPhone,Stand,1,1,14.3,0.02
11,iPhone,Stand,1,2,23.45,0.05
11,iPhone,Stand,1,3,23.39,0.05
11,iPhone,Stand,1,4,20.73,0.02
11,iPhone,Stand,1,5,23.96,0.02
11,iPhone,Stand,1,6,26.2,0.04
11,iPhone,Stand,1,7,24.23,0.02
11,iPhone,Stand,1,8,23.45,0.05
11,iPhone,Stand,1,9,31.89,0.02
11,iPhone,Stand,1,10,27.3,0.04
11,iPhone,Stand,1,11,18.25,0.03
11,iPhone,Stand,1,12,22.27,0.03
11,iPhone,Stand,1,13,26.71,0.04
11,iPhone,Stand,1,14,28.49,0.04
11,iPhone,Stand,1,15,27.87,0.02
11,iPhone,Stand,1,16,21.01,0.01
11,iPhone,Stand,1,17,24.48,0.03
11,iPhone,Stand,1,18,26.62,0.02
11,iPhone,Stand,1,19,23.52,0.03
11,iPhone,Stand,1,20,21.25,0.05
11,iPhone,Walk,2,1,19.35,0.03
11,iPhone,Walk,2,2,18.64,0.02
11,iPhone,Walk,2,3,22.84,0.05
11,iPhone,Walk,2,4,23.4,0.04
11,iPhone,Walk,2,5,18.34,0.05
11,iPhone,Walk,2,6,27.09,0
11,iPhone,Walk,2,7,19.38,0.03
11,iPhone,Walk,2,8,11.83,0.04
11,iPhone,Walk,2,9,22.82,0.06
11,iPhone,Walk,2,10,25.07,0.05
11,iPhone,Walk,2,11,16.43,0.05
11,iPhone,Walk,2,12,11.59,0.06
11,iPhone,Walk,2,13,22.22,0.01
11,iPhone,Walk,2,14,23.48,0.04
11,iPhone,Walk,2,15,18.96,0.03
11,iPhone,Walk,2,16,22.64,0.05
11,iPhone,Walk,2,17,25.48,0.05
11,iPhone,Walk,2,18,23.21,0.03
11,iPhone,Walk,2,19,18.88,0.05
11,iPhone,Walk,2,20,28.84,0.06
12,iPhone,Sit,3,1,27.04,0.03
12,iPhone,Sit,3,2,22.95,0.04
12,iPhone,Sit,3,3,18.37,0.02
12,iPhone,Sit,3,4,22.84,0.02
12,iPhone,Sit,3,5,22.47,0.01
12,iPhone,Sit,3,6,21.76,0.01
12,iPhone,Sit,3,7,22.34,0.04
12,iPhone,Sit,3,8,21.26,0.02
12,iPhone,Sit,3,9,20.39,0
12,iPhone,Sit,3,10,17.53,0
12,iPhone,Sit,3,11,19.73,0.04
12,iPhone,Sit,3,12,24.27,0
12,iPhone,Sit,3,13,18.19,0.04
12,iPhone,Sit,3,14,19.75,0.02
12,iPhone,Sit,3,15,27.3,0.02
12,iPhone,Sit,3,16,25.05,0.02
12,iPhone,Sit,3,17,21.46,0.02
12,iPhone,Sit,3,18,17.78,0
12,iPhone,Sit,3,19,23.99,0.03
12,iPhone,Sit,3,20,17.27,0.03
12,iPhone,Stand,2,1,23.99,0.01
12,iPhone,Stand,2,2,26.04,0.03
12,iPhone,Stand,2,3,23.7,0.02
12,iPhone,Stand,2,4,24.25,0.01
12,iPhone,Stand,2,5,22.35,0.01
12,iPhone,Stand,2,6,19.96,0.05
12,iPhone,Stand,2,7,26.18,0
12,iPhone,Stand,2,8,30.44,0.04
12,iPhone,Stand,2,9,19.19,0.05
12,iPhone,Stand,2,10,19.78,0.04
12,iPhone,Stand,2,11,29.07,0.03
12,iPhone,Stand,2,12,17.85,0.05
12,iPhone,Stand,2,13,19.3,0.04
12,iPhone,Stand,2,14,20.24,0.04
12,iPhone,Stand,2,15,30.56,0.02
12,iPhone,Stand,2,16,25.69,0.03
12,iPhone,Stand,2,17,33.29,0.03
12,iPhone,Stand,2,18,22.71,0.01
12,iPhone,Stand,2,19,20.13,0.02
12,iPhone,Stand,2,20,36.39,0.01
12,iPhone,Walk,1,1,18.89,0.04
12,iPhone,Walk,1,2,16.7,0.01
12,iPhone,Walk,1,3,17.89,0.07
12,iPhone,Walk,1,4,23.71,0.05
12,iPhone,Walk,1,5,17.35,0.01
12,iPhone,Walk,1,6,17.75,0.09
12,iPhone,Walk,1,7,14.03,0.03
12,iPhone,Walk,1,8,17.72,0.03
12,iPhone,Walk,1,9,19.53,0.02
12,iPhone,Walk,1,10,6.82,0.06
12,iPhone,Walk,1,11,21.43,0.02
12,iPhone,Walk,1,12,18.23,0.03
12,iPhone,Walk,1,13,19.87,0.04
12,iPhone,Walk,1,14,30.84,0.04
12,iPhone,Walk,1,15,19.44,0.04
12,iPhone,Walk,1,16,14.37,0.04
12,iPhone,Walk,1,17,26.96,0.03
12,iPhone,Walk,1,18,13.13,0.02
12,iPhone,Walk,1,19,17.04,0.01
12,iPhone,Walk,1,20,17.81,0.02
13,Galaxy,Sit,1,1,22.35,0.03
13,Galaxy,Sit,1,2,24.21,0.03
13,Galaxy,Sit,1,3,22.55,0.01
13,Galaxy,Sit,1,4,25.5,0.01
13,Galaxy,Sit,1,5,22.91,0.03
13,Galaxy,Sit,1,6,21.34,0.02
13,Galaxy,Sit,1,7,23.73,0.03
13,Galaxy,Sit,1,8,24.71,0.01
13,Galaxy,Sit,1,9,22.22,0
13,Galaxy,Sit,1,10,26.52,0
13,Galaxy,Sit,1,11,24.08,0
13,Galaxy,Sit,1,12,22.91,0.04
13,Galaxy,Sit,1,13,23.57,0.01
13,Galaxy,Sit,1,14,25,0.05
13,Galaxy,Sit,1,15,22.24,0.01
13,Galaxy,Sit,1,16,26.49,0.01
13,Galaxy,Sit,1,17,23.23,0
13,Galaxy,Sit,1,18,22.09,0.02
13,Galaxy,Sit,1,19,24.66,0.02
13,Galaxy,Sit,1,20,21.11,0.03
13,Galaxy,Stand,2,1,20.22,0.02
13,Galaxy,Stand,2,2,24.83,0.01
13,Galaxy,Stand,2,3,24.73,0.03
13,Galaxy,Stand,2,4,24.1,0.07
13,Galaxy,Stand,2,5,20.84,0.03
13,Galaxy,Stand,2,6,23,0.04
13,Galaxy,Stand,2,7,20.81,0.01
13,Galaxy,Stand,2,8,23.92,0.02
13,Galaxy,Stand,2,9,19.79,0.01
13,Galaxy,Stand,2,10,18.04,0.02
13,Galaxy,Stand,2,11,21.5,0.04
13,Galaxy,Stand,2,12,20.88,0.02
13,Galaxy,Stand,2,13,20.55,0.03
13,Galaxy,Stand,2,14,14.22,0.01
13,Galaxy,Stand,2,15,22.51,0.01
13,Galaxy,Stand,2,16,21.69,0.03
13,Galaxy,Stand,2,17,22.51,0.05
13,Galaxy,Stand,2,18,22.05,0.01
13,Galaxy,Stand,2,19,23.05,0.03
13,Galaxy,Stand,2,20,23.85,0.01
13,Galaxy,Walk,3,1,6.08,0.02
13,Galaxy,Walk,3,2,14.71,0.08
13,Galaxy,Walk,3,3,11.9,0.03
13,Galaxy,Walk,3,4,23.84,0.1
13,Galaxy,Walk,3,5,10.2,0.1
13,Galaxy,Walk,3,6,9.96,0.13
13,Galaxy,Walk,3,7,9.69,0.06
13,Galaxy,Walk,3,8,9.78,0.04
13,Galaxy,Walk,3,9,11.81,0.05
13,Galaxy,Walk,3,10,19.52,0.08
13,Galaxy,Walk,3,11,14.53,0.04
13,Galaxy,Walk,3,12,16.29,0.06
13,Galaxy,Walk,3,13,7.7,0.06
13,Galaxy,Walk,3,14,7.74,0.08
13,Galaxy,Walk,3,15,13.59,0.08
13,Galaxy,Walk,3,16,18.56,0.05
13,Galaxy,Walk,3,17,13,0.09
13,Galaxy,Walk,3,18,14.35,0.09
13,Galaxy,Walk,3,19,16.81,0.03
13,Galaxy,Walk,3,20,8.76,0.1
14,Galaxy,Sit,1,1,22.61,0
14,Galaxy,Sit,1,2,26.39,0.01
14,Galaxy,Sit,1,3,23.99,0.03
14,Galaxy,Sit,1,4,27.68,0.01
14,Galaxy,Sit,1,5,23.07,0.01
14,Galaxy,Sit,1,6,25.28,0.04
14,Galaxy,Sit,1,7,24.26,0.03
14,Galaxy,Sit,1,8,19.75,0.04
14,Galaxy,Sit,1,9,21.28,0.02
14,Galaxy,Sit,1,10,23.98,0.02
14,Galaxy,Sit,1,11,22.12,0.02
14,Galaxy,Sit,1,12,24.21,0.02
14,Galaxy,Sit,1,13,22.96,0.04
14,Galaxy,Sit,1,14,24.98,0.03
14,Galaxy,Sit,1,15,21.99,0.02
14,Galaxy,Sit,1,16,25.61,0.02
14,Galaxy,Sit,1,17,23.71,0.02
14,Galaxy,Sit,1,18,21.18,0.02
14,Galaxy,Sit,1,19,23.19,0.03
14,Galaxy,Sit,1,20,24.27,0.01
14,Galaxy,Stand,3,1,22.03,0.03
14,Galaxy,Stand,3,2,23.3,0.05
14,Galaxy,Stand,3,3,23.12,0.03
14,Galaxy,Stand,3,4,25.63,0.06
14,Galaxy,Stand,3,5,19.3,0
14,Galaxy,Stand,3,6,18.72,0.01
14,Galaxy,Stand,3,7,15.54,0.01
14,Galaxy,Stand,3,8,19.27,0.07
14,Galaxy,Stand,3,9,22.04,0.04
14,Galaxy,Stand,3,10,19.27,0.04
14,Galaxy,Stand,3,11,21.89,0.03
14,Galaxy,Stand,3,12,29.04,0.02
14,Galaxy,Stand,3,13,19.33,0.03
14,Galaxy,Stand,3,14,22.73,0.01
14,Galaxy,Stand,3,15,21.93,0.03
14,Galaxy,Stand,3,16,21.11,0
14,Galaxy,Stand,3,17,21.94,0.06
14,Galaxy,Stand,3,18,18.92,0.04
14,Galaxy,Stand,3,19,20.82,0.04
14,Galaxy,Stand,3,20,14.88,0.01
14,Galaxy,Walk,2,1,15.56,0.09
14,Galaxy,Walk,2,2,9.73,0.08
14,Galaxy,Walk,2,3,5.84,0.06
14,Galaxy,Walk,2,4,2.18,0.04
14,Galaxy,Walk,2,5,10.38,0.06
14,Galaxy,Walk,2,6,7.98,0.02
14,Galaxy,Walk,2,7,15.84,0.01
14,Galaxy,Walk,2,8,11.68,0.02
14,Galaxy,Walk,2,9,16.24,0.05
14,Galaxy,Walk,2,10,22.26,0.09
14,Galaxy,Walk,2,11,15.38,0.04
14,Galaxy,Walk,2,12,6.67,0.05
14,Galaxy,Walk,2,13,8.75,0.04
14,Galaxy,Walk,2,14,10.94,0.05
14,Galaxy,Walk,2,15,14.63,0.02
14,Galaxy,Walk,2,16,3.58,0.03
14,Galaxy,Walk,2,17,13.26,0.08
14,Galaxy,Walk,2,18,5.41,0.08
14,Galaxy,Walk,2,19,6.46,0.06
14,Galaxy,Walk,2,20,19.69,0.05
15,Galaxy,Sit,2,1,23.78,0.03
15,Galaxy,Sit,2,2,24.02,0.01
15,Galaxy,Sit,2,3,19.88,0.04
15,Galaxy,Sit,2,4,27.28,0.04
15,Galaxy,Sit,2,5,27.26,0.01
15,Galaxy,Sit,2,6,24.74,0
15,Galaxy,Sit,2,7,26.13,0.03
15,Galaxy,Sit,2,8,21.88,0.03
15,Galaxy,Sit,2,9,24.13,0.02
15,Galaxy,Sit,2,10,20.98,0.01
15,Galaxy,Sit,2,11,19.36,0
15,Galaxy,Sit,2,12,23.49,0.01
15,Galaxy,Sit,2,13,24.63,0
15,Galaxy,Sit,2,14,22.67,0.03
15,Galaxy,Sit,2,15,26.14,0.01
15,Galaxy,Sit,2,16,27.16,0
15,Galaxy,Sit,2,17,24.78,0.01
15,Galaxy,Sit,2,18,24.21,0.03
15,Galaxy,Sit,2,19,24,0.03
15,Galaxy,Sit,2,20,23.23,0.03
15,Galaxy,Stand,1,1,26.53,0.03
15,Galaxy,Stand,1,2,21.88,0.06
15,Galaxy,Stand,1,3,21.17,0.05
15,Galaxy,Stand,1,4,20.55,0.01
15,Galaxy,Stand,1,5,18.59,0.02
15,Galaxy,Stand,1,6,22.65,0.04
15,Galaxy,Stand,1,7,18.38,0.02
15,Galaxy,Stand,1,8,18.54,0.09
15,Galaxy,Stand,1,9,24.82,0.03
15,Galaxy,Stand,1,10,21.29,0.06
15,Galaxy,Stand,1,11,19.71,0.03
15,Galaxy,Stand,1,12,20.41,0.02
15,Galaxy,Stand,1,13,17.24,0.03
15,Galaxy,Stand,1,14,22.32,0.05
15,Galaxy,Stand,1,15,21.73,0.02
15,Galaxy,Stand,1,16,23.82,0.03
15,Galaxy,Stand,1,17,19.06,0.04
15,Galaxy,Stand,1,18,25.01,0.01
15,Galaxy,Stand,1,19,17.03,0.06
15,Galaxy,Stand,1,20,19.48,0.04
15,Galaxy,Walk,3,1,16.06,0.08
15,Galaxy,Walk,3,2,10.6,0.08
15,Galaxy,Walk,3,3,15.93,0.08
15,Galaxy,Walk,3,4,8.3,0.08
15,Galaxy,Walk,3,5,12.02,0.08
15,Galaxy,Walk,3,6,5.86,0.05
15,Galaxy,Walk,3,7,19.08,0.06
15,Galaxy,Walk,3,8,17.04,0.06
15,Galaxy,Walk,3,9,8.06,0.11
15,Galaxy,Walk,3,10,9.81,0.07
15,Galaxy,Walk,3,11,11.88,0.12
15,Galaxy,Walk,3,12,11.08,0.04
15,Galaxy,Walk,3,13,7.12,0.05
15,Galaxy,Walk,3,14,7.37,0.05
15,Galaxy,Walk,3,15,9.36,0.02
15,Galaxy,Walk,3,16,12.81,0.06
15,Galaxy,Walk,3,17,15.99,0.07
15,Galaxy,Walk,3,18,13.08,0.08
15,Galaxy,Walk,3,19,7.26,0.11
15,Galaxy,Walk,3,20,11.59,0.04
16,Galaxy,Sit,2,1,24.71,0.01
16,Galaxy,Sit,2,2,25.23,0.04
16,Galaxy,Sit,2,3,25.48,0.02
16,Galaxy,Sit,2,4,22.88,0.01
16,Galaxy,Sit,2,5,21.06,0.01
16,Galaxy,Sit,2,6,19.91,0
16,Galaxy,Sit,2,7,25.71,0.02
16,Galaxy,Sit,2,8,23.54,0
16,Galaxy,Sit,2,9,23.47,0.01
16,Galaxy,Sit,2,10,25.85,0
16,Galaxy,Sit,2,11,20.57,0.01
16,Galaxy,Sit,2,12,25.66,0.01
16,Galaxy,Sit,2,13,23.98,0.04
16,Galaxy,Sit,2,14,24.36,0.01
16,Galaxy,Sit,2,15,24.29,0.03
16,Galaxy,Sit,2,16,21.62,0.06
16,Galaxy,Sit,2,17,21.86,0.01
16,Galaxy,Sit,2,18,23.4,0.04
16,Galaxy,Sit,2,19,22.55,0.02
16,Galaxy,Sit,2,20,23.24,0.01
16,Galaxy,Stand,3,1,22.55,0.04
16,Galaxy,Stand,3,2,20.52,0.02
16,Galaxy,Stand,3,3,14.09,0.02
16,Galaxy,Stand,3,4,19.09,0.04
16,Galaxy,Stand,3,5,23.33,0.01
16,Galaxy,Stand,3,6,24.57,0.02
16,Galaxy,Stand,3,7,18.48,0.02
16,Galaxy,Stand,3,8,19.56,0.04
16,Galaxy,Stand,3,9,21.34,0.02
16,Galaxy,Stand,3,10,23.34,0.04
16,Galaxy,Stand,3,11,22.38,0.04
16,Galaxy,Stand,3,12,18.8,0.02
16,Galaxy,Stand,3,13,21.76,0.02
16,Galaxy,Stand,3,14,20.42,0.02
16,Galaxy,Stand,3,15,20.37,0.04
16,Galaxy,Stand,3,16,23.23,0.02
16,Galaxy,Stand,3,17,17.13,0.01
16,Galaxy,Stand,3,18,18.42,0.05
16,Galaxy,Stand,3,19,21.02,0.03
16,Galaxy,Stand,3,20,22.48,0.03
16,Galaxy,Walk,1,1,4.72,0.03
16,Galaxy,Walk,1,2,12.36,0.05
16,Galaxy,Walk,1,3,19.43,0.06
16,Galaxy,Walk,1,4,11.88,0.07
16,Galaxy,Walk,1,5,9.6,0.06
16,Galaxy,Walk,1,6,20.93,0.11
16,Galaxy,Walk,1,7,23.88,0.06
16,Galaxy,Walk,1,8,9.6,0.04
16,Galaxy,Walk,1,9,8.36,0.06
16,Galaxy,Walk,1,10,9.01,0.09
16,Galaxy,Walk,1,11,16.65,0.07
16,Galaxy,Walk,1,12,12.43,0.03
16,Galaxy,Walk,1,13,10.93,0.05
16,Galaxy,Walk,1,14,17.15,0.11
16,Galaxy,Walk,1,15,8.05,0.02
16,Galaxy,Walk,1,16,8.99,0.08
16,Galaxy,Walk,1,17,9.76,0.06
16,Galaxy,Walk,1,18,12.52,0.03
16,Galaxy,Walk,1,19,3.3,0.06
16,Galaxy,Walk,1,20,9.32,0.08
17,Galaxy,Sit,3,1,24.99,0.01
17,Galaxy,Sit,3,2,23.19,0.02
17,Galaxy,Sit,3,3,24.11,0.01
17,Galaxy,Sit,3,4,20.97,0.05
17,Galaxy,Sit,3,5,22.58,0.01
17,Galaxy,Sit,3,6,25.68,0.01
17,Galaxy,Sit,3,7,22.09,0.03
17,Galaxy,Sit,3,8,25.19,0.01
17,Galaxy,Sit,3,9,23.41,0.03
17,Galaxy,Sit,3,10,24.32,0
17,Galaxy,Sit,3,11,22.33,0
17,Galaxy,Sit,3,12,26.85,0
17,Galaxy,Sit,3,13,22.29,0.01
17,Galaxy,Sit,3,14,22.66,0.03
17,Galaxy,Sit,3,15,23.22,0
17,Galaxy,Sit,3,16,25.66,0.04
17,Galaxy,Sit,3,17,19.06,0.04
17,Galaxy,Sit,3,18,23.65,0.02
17,Galaxy,Sit,3,19,24.38,0.04
17,Galaxy,Sit,3,20,24.49,0.02
17,Galaxy,Stand,1,1,19.76,0.03
17,Galaxy,Stand,1,2,19.83,0
17,Galaxy,Stand,1,3,24.4,0.04
17,Galaxy,Stand,1,4,19.09,0.03
17,Galaxy,Stand,1,5,21.8,0.05
17,Galaxy,Stand,1,6,19.84,0.05
17,Galaxy,Stand,1,7,19.67,0.03
17,Galaxy,Stand,1,8,17.97,0.05
17,Galaxy,Stand,1,9,18.06,0.03
17,Galaxy,Stand,1,10,24.47,0.03
17,Galaxy,Stand,1,11,24.09,0.03
17,Galaxy,Stand,1,12,18.77,0.02
17,Galaxy,Stand,1,13,31.18,0.03
17,Galaxy,Stand,1,14,16.81,0.04
17,Galaxy,Stand,1,15,18.77,0.03
17,Galaxy,Stand,1,16,21.97,0.04
17,Galaxy,Stand,1,17,18.96,0.04
17,Galaxy,Stand,1,18,22.67,0.06
17,Galaxy,Stand,1,19,21.86,0.05
17,Galaxy,Stand,1,20,21.25,0.04
17,Galaxy,Walk,2,1,23.44,0.12
17,Galaxy,Walk,2,2,16.1,0.08
17,Galaxy,Walk,2,3,13.02,0.05
17,Galaxy,Walk,2,4,6.5,0.07
17,Galaxy,Walk,2,5,15.23,0.07
17,Galaxy,Walk,2,6,12.49,0.06
17,Galaxy,Walk,2,7,9.18,0.07
17,Galaxy,Walk,2,8,13.37,0.06
17,Galaxy,Walk,2,9,8.12,0.04
17,Galaxy,Walk,2,10,4.93,0.05
17,Galaxy,Walk,2,11,9.62,0.04
17,Galaxy,Walk,2,12,25.36,0.03
17,Galaxy,Walk,2,13,12.23,0.07
17,Galaxy,Walk,2,14,16.46,0.09
17,Galaxy,Walk,2,15,12.88,0.06
17,Galaxy,Walk,2,16,13.52,0.08
17,Galaxy,Walk,2,17,22.64,0.1
17,Galaxy,Walk,2,18,11.6,0.07
17,Galaxy,Walk,2,19,16.46,0.09
17,Galaxy,Walk,2,20,8.41,0.03
18,Galaxy,Sit,3,1,21.9,0.01
18,Galaxy,Sit,3,2,22.38,0.01
18,Galaxy,Sit,3,3,25.15,0.03
18,Galaxy,Sit,3,4,24.64,0.02
18,Galaxy,Sit,3,5,23.17,0.02
18,Galaxy,Sit,3,6,21.45,0.02
18,Galaxy,Sit,3,7,24.52,0.01
18,Galaxy,Sit,3,8,22.99,0.06
18,Galaxy,Sit,3,9,25.46,0.02
18,Galaxy,Sit,3,10,26.4,0.02
18,Galaxy,Sit,3,11,22.77,0.01
18,Galaxy,Sit,3,12,28.65,0.03
18,Galaxy,Sit,3,13,25.01,0.02
18,Galaxy,Sit,3,14,26.13,0.06
18,Galaxy,Sit,3,15,25.57,0.01
18,Galaxy,Sit,3,16,25.93,0.01
18,Galaxy,Sit,3,17,21.03,0.04
18,Galaxy,Sit,3,18,23.79,0.01
18,Galaxy,Sit,3,19,26.18,0.02
18,Galaxy,Sit,3,20,24.98,0.02
18,Galaxy,Stand,2,1,26.73,0.03
18,Galaxy,Stand,2,2,17.7,0.04
18,Galaxy,Stand,2,3,20.37,0.03
18,Galaxy,Stand,2,4,16.52,0.06
18,Galaxy,Stand,2,5,21.11,0.02
18,Galaxy,Stand,2,6,32.98,0.03
18,Galaxy,Stand,2,7,23.89,0.02
18,Galaxy,Stand,2,8,22.98,0.03
18,Galaxy,Stand,2,9,21.66,0.07
18,Galaxy,Stand,2,10,23.68,0.03
18,Galaxy,Stand,2,11,24.33,0.02
18,Galaxy,Stand,2,12,21.19,0.01
18,Galaxy,Stand,2,13,20.55,0.01
18,Galaxy,Stand,2,14,19.07,0.01
18,Galaxy,Stand,2,15,24.4,0.04
18,Galaxy,Stand,2,16,19.64,0.06
18,Galaxy,Stand,2,17,21.88,0.08
18,Galaxy,Stand,2,18,21.21,0.02
18,Galaxy,Stand,2,19,22.58,0
18,Galaxy,Stand,2,20,22.68,0.01
18,Galaxy,Walk,1,1,11.4,0.09
18,Galaxy,Walk,1,2,16.57,0.11
18,Galaxy,Walk,1,3,9.48,0.06
18,Galaxy,Walk,1,4,5.62,0.08
18,Galaxy,Walk,1,5,17.39,0.05
18,Galaxy,Walk,1,6,14.29,0.06
18,Galaxy,Walk,1,7,18.41,0.04
18,Galaxy,Walk,1,8,18.25,0.06
18,Galaxy,Walk,1,9,9.54,0.07
18,Galaxy,Walk,1,10,5.05,0.08
18,Galaxy,Walk,1,11,5.66,0.09
18,Galaxy,Walk,1,12,13.76,0.08
18,Galaxy,Walk,1,13,1.6,0.14
18,Galaxy,Walk,1,14,5.66,0.06
18,Galaxy,Walk,1,15,9.91,0.05
18,Galaxy,Walk,1,16,12.74,0.06
18,Galaxy,Walk,1,17,17.77,0.03
18,Galaxy,Walk,1,18,8.97,0.03
18,Galaxy,Walk,1,19,12.18,0.09
18,Galaxy,Walk,1,20,12.89,0.01
19,Galaxy,Sit,1,1,24.75,0.01
19,Galaxy,Sit,1,2,25.6,0.04
19,Galaxy,Sit,1,3,23.89,0.03
19,Galaxy,Sit,1,4,22.5,0.01
19,Galaxy,Sit,1,5,26.99,0.01
19,Galaxy,Sit,1,6,23.92,0.01
19,Galaxy,Sit,1,7,21.66,0
19,Galaxy,Sit,1,8,24.4,0.05
19,Galaxy,Sit,1,9,26.97,0.03
19,Galaxy,Sit,1,10,22.72,0.02
19,Galaxy,Sit,1,11,23.6,0.03
19,Galaxy,Sit,1,12,23.23,0.01
19,Galaxy,Sit,1,13,26.28,0.02
19,Galaxy,Sit,1,14,27.3,0
19,Galaxy,Sit,1,15,26.99,0.03
19,Galaxy,Sit,1,16,19.79,0.01
19,Galaxy,Sit,1,17,24.1,0.04
19,Galaxy,Sit,1,18,23.03,0.02
19,Galaxy,Sit,1,19,24.13,0.02
19,Galaxy,Sit,1,20,25.94,0.01
19,Galaxy,Stand,2,1,22.85,0.02
19,Galaxy,Stand,2,2,16.55,0.04
19,Galaxy,Stand,2,3,21.95,0
19,Galaxy,Stand,2,4,24.55,0.03
19,Galaxy,Stand,2,5,21.2,0.03
19,Galaxy,Stand,2,6,19.65,0.04
19,Galaxy,Stand,2,7,19.25,0.03
19,Galaxy,Stand,2,8,22.29,0.05
19,Galaxy,Stand,2,9,25.16,0.01
19,Galaxy,Stand,2,10,22.7,0.04
19,Galaxy,Stand,2,11,21.72,0.04
19,Galaxy,Stand,2,12,22.4,0.02
19,Galaxy,Stand,2,13,22.58,0.03
19,Galaxy,Stand,2,14,18.57,0.04
19,Galaxy,Stand,2,15,16.27,0.03
19,Galaxy,Stand,2,16,22.11,0.03
19,Galaxy,Stand,2,17,27.11,0.03
19,Galaxy,Stand,2,18,24.63,0.03
19,Galaxy,Stand,2,19,27.65,0.02
19,Galaxy,Stand,2,20,21.83,0.02
19,Galaxy,Walk,3,1,8.34,0.07
19,Galaxy,Walk,3,2,11.71,0.02
19,Galaxy,Walk,3,3,8.45,0.09
19,Galaxy,Walk,3,4,10.03,0.09
19,Galaxy,Walk,3,5,3.33,0.05
19,Galaxy,Walk,3,6,1.65,0.06
19,Galaxy,Walk,3,7,14.96,0.06
19,Galaxy,Walk,3,8,7.1,0.05
19,Galaxy,Walk,3,9,7.54,0.06
19,Galaxy,Walk,3,10,7.9,0.08
19,Galaxy,Walk,3,11,7.63,0.06
19,Galaxy,Walk,3,12,6.31,0.05
19,Galaxy,Walk,3,13,14.01,0.11
19,Galaxy,Walk,3,14,1.22,0.05
19,Galaxy,Walk,3,15,17.4,0.03
19,Galaxy,Walk,3,16,15.09,0.05
19,Galaxy,Walk,3,17,12.63,0.07
19,Galaxy,Walk,3,18,14.09,0.1
19,Galaxy,Walk,3,19,17.23,0.08
19,Galaxy,Walk,3,20,2.45,0.07
20,Galaxy,Sit,1,1,24.35,0
20,Galaxy,Sit,1,2,26.13,0.02
20,Galaxy,Sit,1,3,23.78,0.01
20,Galaxy,Sit,1,4,23.37,0.04
20,Galaxy,Sit,1,5,25.51,0.03
20,Galaxy,Sit,1,6,25.62,0.02
20,Galaxy,Sit,1,7,23.21,0.03
20,Galaxy,Sit,1,8,23.7,0.03
20,Galaxy,Sit,1,9,18.66,0.02
20,Galaxy,Sit,1,10,22.35,0.03
20,Galaxy,Sit,1,11,29.25,0.01
20,Galaxy,Sit,1,12,23.75,0.01
20,Galaxy,Sit,1,13,22.18,0.06
20,Galaxy,Sit,1,14,22.5,0.01
20,Galaxy,Sit,1,15,21.92,0.02
20,Galaxy,Sit,1,16,25.7,0.04
20,Galaxy,Sit,1,17,25.01,0.01
20,Galaxy,Sit,1,18,20.05,0.03
20,Galaxy,Sit,1,19,21.79,0.04
20,Galaxy,Sit,1,20,22.7,0.01
20,Galaxy,Stand,3,1,23.12,0.01
20,Galaxy,Stand,3,2,25.09,0.02
20,Galaxy,Stand,3,3,18.67,0.03
20,Galaxy,Stand,3,4,15.95,0.02
20,Galaxy,Stand,3,5,24.51,0.02
20,Galaxy,Stand,3,6,22.21,0.03
20,Galaxy,Stand,3,7,20.08,0.02
20,Galaxy,Stand,3,8,16.12,0.03
20,Galaxy,Stand,3,9,23.78,0.02
20,Galaxy,Stand,3,10,22.01,0
20,Galaxy,Stand,3,11,21.53,0.01
20,Galaxy,Stand,3,12,23.07,0.06
20,Galaxy,Stand,3,13,23.69,0.05
20,Galaxy,Stand,3,14,20.62,0.03
20,Galaxy,Stand,3,15,24.11,0.02
20,Galaxy,Stand,3,16,18.63,0.03
20,Galaxy,Stand,3,17,20.41,0.04
20,Galaxy,Stand,3,18,15.14,0.02
20,Galaxy,Stand,3,19,25.25,0.02
20,Galaxy,Stand,3,20,20.83,0.02
20,Galaxy,Walk,2,1,16.96,0.08
20,Galaxy,Walk,2,2,14.52,0.09
20,Galaxy,Walk,2,3,7.52,0.09
20,Galaxy,Walk,2,4,14.32,0.11
20,Galaxy,Walk,2,5,6.24,0.06
20,Galaxy,Walk,2,6,15.57,0.07
20,Galaxy,Walk,2,7,0.63,0.06
20,Galaxy,Walk,2,8,11.89,0.03
20,Galaxy,Walk,2,9,2.06,0.07
20,Galaxy,Walk,2,10,14.6,0.03
20,Galaxy,Walk,2,11,18.71,0.09
20,Galaxy,Walk,2,12,7.36,0.04
20,Galaxy,Walk,2,13,11.45,0.06
20,Galaxy,Walk,2,14,8.92,0.08
20,Galaxy,Walk,2,15,17.38,0.08
20,Galaxy,Walk,2,16,6.94,0.08
20,Galaxy,Walk,2,17,10.84,0.03
20,Galaxy,Walk,2,18,14.64,0.05
